,title,class
2617,megyn kelly leaf trump literally sputtering bringing bimbo comment video,0
2618,eric trump unveils new haircut style made famous alt right neo nazi photo,0
2619,second woman enters russian presidential race campaigning single mother,1
2620,crazed protester pull confederate statue durham next guillotine video,0
2621,big question still take somali refugee month,0
2622,wow trump reveals embarrassing story anti trump msnbc hack crazy mika psycho joe video,0
2623,baltimore primary result decertified irregularity cited,1
2624,trump new christian policy advisor actually think control weather video,0
2625,germany await prosecution ok delivering israeli sub spiegel,1
2626,breaking president elect trump meet president obama video,0
2627,fake news ireland rebuke trump corporate tax claim,1
2628,breaking flynn plead fifth refuse produce document,0
2629,rescue ship say libyan coast guard shot boarded seeking migrant,1
2630,obama trudeau mark better canada tie climate trade accord,1
2631,peru say expelling north korean ambassador nuclear program,1
2632,watch trump campaign spokeswoman say president obama started war afghanistan,0
2633,illinois governor undeterred court ruling union due fight,1
2634,obama organized race war exposed protestors reveal proof payment,0
2635,yr old state get state funded sex change operation without parental consent need consent use tanning bed,0
2636,really tremendous trump mimic alec baldwin co author white house memoir,1
2637,black female rapper endorses trump black folk voting democrat last year shit show hillary treat u like pet,0
2638,italy berlusconi say center right agrees pact next pm candidate,1
2639,clinton say trump may violated u law cuba,1
2640,breaking fl muslim terrorist worked security company quietly transport release van load illegal alien away border u government,0
2641,former joe biden secret service agent claim protect woman biden would grope wife girlfriend e,0
2642,atlanta pandemonium world largest airport go dark airport evacuated flight canceled video,0
2643,michelle obama beyonce cop hating super bowl performance video,0
2644,trump supporter caught making anti semitic chant official rally video,0
2645,twisted liberal kindergarten teacher allows transgender student reveal true gender class,0
2646,muslim criticize new state law permanently ban sharia law,0
2647,arizona secretary state confirms election fraud happen video,0
2648,rudy giuliani slam hillary refuse endorsement one group make sick,0
2649,mitt romney went donald trump exactly like mitt romney video,0
2650,wow chicago reportedly find least vote voter election,0
2651,embattled alabama republican senate candidate ahead cbs poll,1
2652,china say work north korea boost tie envoy visit,1
2653,democratic debate moderator met dem candidate pre interview hummm,0
2654,china military set website report leak fake news,1
2655,obama warns crackdown terrorism u would violate iran deal,0
2656,eu say need concrete evidence turkey deem gulen network terrorist,1
2657,may party suspends two eu lawmaker brexit vote,1
2658,watch top four reason ted cruz dangerous donald trump video,0
2659,spain creditor size cost catalan independence bid,1
2660,trump supporter react debate clinton news network cnn longer pick president florida give trump rock star treatment fire marshall turn away,0
2661,reince priebus say going forward trump completely asinine terrorism plan,0
2662,reopen kurt cobain case poll,0
2663,ship traffic could resume tuesday port arthur texas u coast guard,1
2664,video u election voter fraud emerges,0
2665,watch judge order punk wearing police lie shirt leave courtroom face contempt charge,0
2666,talk belgium offer spain relationship advice,1
2667,chile presidential hopeful wrap campaigning ahead sunday vote,1
2668,republican aim coax trump toward house trade tax plan,1
2669,china say north korea quake nuclear explosion,1
2670,vote keep confederate flag flying citadel pass set looming battle dems,0
2671,tucker carlson expose radical middle school teacher organizes violent protester shut free speech video,0
2672,germany green overtake liberal poll coalition talk continue,1
2673,tough reality check trump pledge better heartland job wage,1
2674,u senate opposition obamacare repeal bill grows,1
2675,obama commends northern ireland leader peace progress white house,1
2676,ouch hillary interviewer throw hillary scooby bus video,0
2677,u house democrat introduce new version senate russia bill,1
2678,nra top u gun lobby group endorses trump presidential race,1
2679,german carnival cancelled fear muslim refugee sex attack,0
2680,yikes rick perry dancing star miss,0
2681,michael bloomberg may launch independent u presidential bid source,1
2682,special report emblematic american city turned trump,1
2683,teen record abusing girl people act video,0
2684,u sanction chinese north korean organization,1
2685,david icke hillary donald bernie show,0
2686,spain see russian interference catalonia separatist vote,1
2687,former navy seal harvard grad body slam fakenews cnn host video,0
2688,fpl shuts one reactor florida reduces power another irma,1
2689,turkey seek arrest people probe targeting gulen network army medium,1
2690,watch fox airhead say stuffed armadillo disproves climate change,0
2691,sucker sarah palin bought mansion money conservative gave photo,0
2692,serbia extradites kurdish activist turkey despite u n warning,1
2693,uk aid minister resign rather sacked bbc cite source,1
2694,chicago area school replacing book white male author book culturally relevant,0
2695,mexico el salvador guatemala urge protection u dreamer,1
2696,obama union leader sell american worker turning illegal alien union member,0
2697,trump fan care melania broke immigration law white video,0
2698,turkey violate u sanction iran right thing erdogan say,1
2699,russia donate kalashnikov truck munition philippine,1
2700,u n trouble haiti wary new justice mission,1
2701,obama biden meet costa rica president discus step protect migrant white house,1
2702,yr old democrat congressman accused sexual predator reluctantly step house judiciary committee refuse resign,0
2703,whoa republican governor compared donald trump mass murderer dylann roof video,0
2704,trump likely name fed chair early november source,1
2705,list obama historic first aka chicago politics corrupted washington even,0
2706,trump irs decided going give info equifax got hacked,0
2707,hillary horrifying answer question might best reason ever vote video,0
2708,dr wolf call hillary lying pneumonia diagnosis video,0
2709,bernie sander fan prisoner eating cat survive socialist venezuela,0
2710,breaking state department asked fbi switch clinton classified email unclassified quid pro quo intent,0
2711,palestinian rival hamas fatah agree complete gaza handover dec statement,1
